index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
32155,Jakub Kasper,G,3,It cares more about preserving the herd's territory than about preserving itself.,1,1,,{1}{G}{G},3,9e697bf0-fc13-5454-b51f-c1cd04a94027,466951,Thrashing Brontodon,197,$0.06 ,3,uncommon,M20,Dinosaur,"{1}, Sacrifice Thrashing Brontodon: Destroy target artifact or enchantment.",4,Creature
32156,Lake Hurwitz,G,1,,1,1,,{G},1,e782907f-bae0-5c92-b3f8-7cc5ade83d5b,466952,Veil of Summer,198,$7.52 ,,uncommon,M20,,Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can't be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn. (You and they can't be the targets of blue or black spells or abilities your opponents control.),,Instant
32157,Yongjae Choi,G,4,,1,1,4,{1}{G}{G}{G},4,e1d7a165-2751-5eb6-9a8b-0f7397e0239e,466953,"Vivien, Arkbow Ranger",199,$2.66 ,,mythic,M20,Vivien,"[+1]: Distribute two +1/+1 counters among up to two target creatures. They gain trample until end of turn.
[−3]: Target creature you control deals damage equal to its power to target creature or planeswalker.
[−5]: You may reveal a creature card you own from outside the game and put it into your hand.",,Planeswalker
32158,Wayne Reynolds,G,2,,1,1,,{X}{G}{G},2,844fb80c-4ab2-5b7e-8536-c9b104551211,466954,Voracious Hydra,200,$3.18 ,0,rare,M20,Hydra,"Trample
Voracious Hydra enters the battlefield with X +1/+1 counters on it.
When Voracious Hydra enters the battlefield, choose one —
• Double the number of +1/+1 counters on Voracious Hydra.
• Voracious Hydra fights target creature you don't control.",1,Creature
32159,Lucas Graciano,G,6,"Roots reach deep, and sometimes they tap into things better left undisturbed.",1,1,,{4}{G}{G},6,0d374f35-2956-5390-b1c2-8f0d7d7efa07,466955,Vorstclaw,201,$0.02 ,7,common,M20,"Elemental,Horror",,7,Creature
32160,Filip Burburan,G,6,"""When the forest walks, it's too late to run.""
—Horent, Khalni druid",1,1,,{4}{G}{G},6,f50e95c7-d07e-5662-b070-188778eb64e2,466956,Wakeroot Elemental,202,$0.11 ,5,rare,M20,Elemental,{G}{G}{G}{G}{G}: Untap target land you control. It becomes a 5/5 Elemental creature with haste. It's still a land. (This effect lasts as long as that land remains on the battlefield.),5,Creature
32161,Lindsey Look,G,5,,1,1,,{4}{G},5,355be7c0-2ac6-5732-b0c0-b575298e1c92,466957,Wolfkin Bond,203,$0.01 ,,common,M20,Aura,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",,Enchantment
32162,Raoul Vitale,G,4,,1,1,,{3}{G},4,b7a61aa5-2782-54df-a517-d0bac6f823b1,466958,Wolfrider's Saddle,204,$0.05 ,,uncommon,M20,Equipment,"When Wolfrider's Saddle enters the battlefield, create a 2/2 green Wolf creature token, then attach Wolfrider's Saddle to it.
Equipped creature gets +1/+1 and can't be blocked by more than one creature.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
32163,Randy Vargas,G,2,"""Every footfall on the forest floor is a heartbeat sending strength into my veins.""",1,1,,{1}{G},2,24e2945f-5c92-5420-9a80-ec5c4861d08b,466959,Woodland Champion,205,$0.08 ,2,uncommon,M20,"Elf,Scout","Whenever one or more tokens enter the battlefield under your control, put that many +1/+1 counters on Woodland Champion.",2,Creature
32164,Karl Kopinski,"B,W",2,"""With each knight that rode out from the bone-white keep, the queen's soldiers felt their courage failing.""
—Krinnea, *Siege of the Bone Spire*",1,1,,{W}{B},2,5f22783f-fd8f-52ce-bb87-98e383fb4d2e,466960,Corpse Knight,206,$0.68 ,2,uncommon,M20,"Zombie,Knight","Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2,Creature
32165,Karl Kopinski,"B,W",2,"""With each knight that rode out from the bone-white keep, the queen's soldiers felt their courage failing.""
—Krinnea, *Siege of the Bone Spire*",1,1,,{W}{B},2,e7baad24-65d7-5676-a8e5-c64530399a62,,Corpse Knight,206†,$0.34 ,2,uncommon,M20,"Zombie,Knight","Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2,Creature
32166,Johan Grenier,"G,R",2,The destruction of a wildfire with the tenacity of a jungle vine.,1,1,,{R}{G},2,6c802537-c9e3-5e92-9677-ed88788d402e,466961,Creeping Trailblazer,207,$0.14 ,2,uncommon,M20,Elemental,"Other Elementals you control get +1/+0.
{2}{R}{G}: Creeping Trailblazer gets +1/+1 until end of turn for each Elemental you control.",2,Creature
32167,Jason A. Engle,"U,W",3,"All the birds of the skies are the spirit's brood, gathered for safety under its wings.",1,1,,{1}{W}{U},3,f5c04274-b159-51e1-983e-734e9066278a,466962,Empyrean Eagle,208,$0.25 ,2,uncommon,M20,"Bird,Spirit","Flying
Other creatures you control with flying get +1/+1.",3,Creature
32168,Filip Burburan,"G,W",3,"""Alone, it's a fortification. At the head of its troops, it's a battering ram.""
—Skerk Hobnett, wilderness guide",1,1,,{1}{G}{W},3,34d54d10-bc04-58eb-a032-c516033510ab,466963,Ironroot Warlord,209,$0.06 ,*,uncommon,M20,"Treefolk,Soldier","Ironroot Warlord's power is equal to the number of creatures you control.
{3}{G}{W}: Create a 1/1 white Soldier creature token.",5,Creature
32169,Yongjae Choi,"B,R,W",3,,1,1,,{R}{W}{B},3,8e249d54-3bf3-5feb-ab70-dbe465539373,466964,"Kaalia, Zenith Seeker",210,$3.85 ,3,mythic,M20,"Human,Cleric","Flying, vigilance
When Kaalia, Zenith Seeker enters the battlefield, look at the top six cards of your library. You may reveal an Angel card, a Demon card, and/or a Dragon card from among them and put them into your hand. Put the rest on the bottom of your library in a random order.",3,Creature
32170,Yongjae Choi,"B,G,W",3,"""The pen is mightier than the crown.""",1,1,,{W}{B}{G},3,9f518e59-3c44-5b53-b9df-f3b8d712d651,466965,"Kethis, the Hidden Hand",211,$2.76 ,3,mythic,M20,"Elf,Advisor","Legendary spells you cast cost {1} less to cast.
Exile two legendary cards from your graveyard: Until end of turn, each legendary card in your graveyard gains ""You may play this card from your graveyard.""",4,Creature
32171,G-host Lee,"R,U,W",4,"""The raging gale fans the flames of righteous wrath.""",1,1,,{1}{U}{R}{W},4,78641ef9-be94-50aa-923b-71c6e7c53ade,466966,"Kykar, Wind's Fury",212,$11.58 ,3,mythic,M20,"Bird,Wizard","Flying
Whenever you cast a noncreature spell, create a 1/1 white Spirit creature token with flying.
Sacrifice a Spirit: Add {R}.",3,Creature
32172,Rudy Siswanto,"R,U",2,"""I strike in the same place as many times as necessary.""",1,1,,{U}{R},2,b73df073-2112-5050-990e-1bde24b0286e,466967,Lightning Stormkin,213,$0.04 ,2,uncommon,M20,"Elemental,Wizard","Flying
Haste (This creature can attack and {T} as soon as it comes under your control.)",2,Creature
32173,Antonio José Manzanedo,"B,G",5,"""The heroes of the past nourish our spirits by their example—and nourish our crops by their decay.""
—Jeddeg, philosopher of graves",1,1,,{3}{B}{G},5,ae0b0ef5-e2de-5929-abf3-0738d87d37c9,466968,Moldervine Reclamation,214,$0.28 ,,uncommon,M20,,"Whenever a creature you control dies, you gain 1 life and draw a card.",,Enchantment
32174,Zoltan Boros,"B,R",4,"""What he doesn't burn, he smashes.""
—Captain Wellis, ogre wrangler",1,1,,{2}{B}{R},4,eb5ee88e-7364-50c3-b234-e27fbfdeaa1a,466969,Ogre Siegebreaker,215,$0.02 ,4,uncommon,M20,"Ogre,Berserker",{2}{B}{R}: Destroy target creature that was dealt damage this turn.,3,Creature
32175,Lius Lasahido,"G,R,U",4,,1,1,,{1}{G}{U}{R},4,32d6b7eb-4dec-5ff6-8190-f8b042a63591,466970,"Omnath, Locus of the Roil",216,$7.61 ,3,mythic,M20,Elemental,"When Omnath, Locus of the Roil enters the battlefield, it deals damage to any target equal to the number of Elementals you control.
Whenever a land enters the battlefield under your control, put a +1/+1 counter on target Elemental you control. If you control eight or more lands, draw a card.",3,Creature
32176,Johan Grenier,"G,U",3,"""No, not 'washed' ashore. It *walked* ashore.""
—Shafring Hulm, beachcomber",1,1,,{1}{G}{U},3,05f6cdb3-dabe-5701-b6d2-1dbbacd6db94,466971,Risen Reef,217,$1.23 ,1,uncommon,M20,Elemental,"Whenever Risen Reef or another Elemental enters the battlefield under your control, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, put it into your hand.",1,Creature
32177,Bayard Wu,"R,W",2,"""Jump! NOW!""",1,1,,{R}{W},2,a6999328-114a-515b-941b-4f8fa1abfc71,466972,Skyknight Vanguard,218,$0.23 ,1,uncommon,M20,"Human,Knight","Flying
Whenever Skyknight Vanguard attacks, create a 1/1 white Soldier creature token that's tapped and attacking.",2,Creature
32178,Cristi Balanescu,"B,U",3,,1,1,,{1}{U}{B},3,37d950a8-aa0b-561d-bc49-5978a4582772,466973,Tomebound Lich,219,$0.25 ,1,uncommon,M20,"Zombie,Wizard","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever Tomebound Lich enters the battlefield or deals combat damage to a player, draw a card, then discard a card.",3,Creature
32179,Daarken,"B,G,U",5,"""Yarok grieves within the waste
Of Bala Ged's corrupted land.""
—*Lament for Bala Ged*, stanza 1",1,1,,{2}{B}{G}{U},5,3f9eae4a-7476-519d-b46d-baec4717742f,466974,"Yarok, the Desecrated",220,$13.21 ,3,mythic,M20,"Elemental,Horror","Deathtouch, lifelink
If a permanent entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",5,Creature
32180,James Zapata,,4,"""I know its lightness, for I have seen it fly. I know its weight, for I have seen it strike.""
—Brigone, soldier of Meletis",1,1,,{4},4,dc6f681c-413d-5248-9258-c32c2d7eea74,466975,Anvilwrought Raptor,221,$0.01 ,2,common,M20,Bird,"Flying
First strike (This creature deals combat damage before creatures without first strike.)",1,"Artifact,Creature"
32181,Dmitry Burmak,,1,There's no prepared like overprepared.,1,1,,{1},1,e92d2dfb-67f4-521d-a75f-1f5eac345ff3,466976,Bag of Holding,222,$0.14 ,,rare,M20,,"Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.",,Artifact
32182,Dmitry Burmak,,1,"""There's only one way to be sure it's really dead.""",1,1,,{1},1,d21a91fc-f551-5944-bd13-785e46af2812,466977,Colossus Hammer,223,$1.70 ,,uncommon,M20,Equipment,"Equipped creature gets +10/+10 and loses flying.
Equip {8} ({8}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
32183,Alayna Danner,,3,,1,1,,{3},3,7a6b3ab6-c021-5e08-85ab-600bc1d71328,466978,Diamond Knight,224,$0.09 ,1,uncommon,M20,Knight,"Vigilance (Attacking doesn't cause this creature to tap.)
As Diamond Knight enters the battlefield, choose a color.
Whenever you cast a spell of the chosen color, put a +1/+1 counter on Diamond Knight.",1,"Artifact,Creature"
32184,Lake Hurwitz,,4,"""I see it taunting me whenever I close my eyes.""
—Nayrex Slipfinger, master thief",1,1,,{4},4,ba1f6958-1d5e-5166-b354-8048891f9dd1,466979,Diviner's Lockbox,225,$0.03 ,,uncommon,M20,,"{1}, {T}: Choose a card name, then reveal the top card of your library. If that card has the chosen name, sacrifice Diviner's Lockbox and draw three cards. Activate only as a sorcery.",,Artifact
32185,Joseph Meehan,,5,,1,1,,{5},5,f376db9f-a94b-5268-a59d-1367e03ef2d8,466980,"Golos, Tireless Pilgrim",226,$0.80 ,3,rare,M20,Scout,"When Golos, Tireless Pilgrim enters the battlefield, you may search your library for a land card, put that card onto the battlefield tapped, then shuffle.
{2}{W}{U}{B}{R}{G}: Exile the top three cards of your library. You may play them this turn without paying their mana costs.",5,"Artifact,Creature"
32186,Daniel Ljunggren,,1,"""Best bury them right. We don't want any gruesome encores.""
—Constable Trosk",1,1,,{1},1,2a2eddcd-dcc9-55e5-b9ea-8d7c5eb98507,466981,Grafdigger's Cage,227,$2.12 ,,rare,M20,,"Creature cards in graveyards and libraries can't enter the battlefield.
Players can't cast spells from graveyards or libraries.",,Artifact
32187,Franz Vohwinkel,,2,,1,1,,{2},2,246e23fa-6df1-5a97-abc2-a2ee3fda0476,466982,Heart-Piercer Bow,228,$0.03 ,,common,M20,Equipment,"Whenever equipped creature attacks, Heart-Piercer Bow deals 1 damage to target creature defending player controls.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
32188,Chris Seaman,,3,,1,1,,{3},3,9a966614-d295-5f7e-8672-7b652ce084bb,466983,Icon of Ancestry,229,$3.60 ,,rare,M20,,"As Icon of Ancestry enters the battlefield, choose a creature type.
Creatures you control of the chosen type get +1/+1.
{3}, {T}: Look at the top three cards of your library. You may reveal a creature card of the chosen type from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,Artifact
32189,Lake Hurwitz,,1,"""Locks want to be opened, and treasure wants to be free.""
—Nayrex Slipfinger, master thief",1,1,,{1},1,c7df97d4-8c92-578f-8120-d153b3c30d20,466984,Manifold Key,230,$0.93 ,,uncommon,M20,,"{1}, {T}: Untap another target artifact.
{3}, {T}: Target creature can't be blocked this turn.",,Artifact
32190,Mitchell Malloy,,2,A sharp axe solves most problems.,1,1,,{2},2,853d63bd-5fb7-5a16-9123-9aff25b65b2d,466985,Marauder's Axe,231,$0.01 ,,common,M20,Equipment,"Equipped creature gets +2/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
32191,Lake Hurwitz,,7,The impact sent the soldiers scattering—then something came out of the crater.,1,1,,{7},7,3dcaa7ae-e3fe-5df6-9719-9a936525b2b1,466986,Meteor Golem,232,$0.10 ,3,uncommon,M20,Golem,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.",3,"Artifact,Creature"
32192,Titus Lunter,,4,,1,1,,{4},4,c8ec76bc-a33f-55c2-957a-0d84cd8bcd5d,466987,Mystic Forge,233,$6.66 ,,rare,M20,,"You may look at the top card of your library any time.
You may cast artifact spells and colorless spells from the top of your library.
{T}, Pay 1 life: Exile the top card of your library.",,Artifact
32193,Jesper Ejsing,,4,"""Good! Now put it with the other widdle bunnies.""
—Sargis Haz, artificer",1,1,,{4},4,ed868943-e3ca-5932-b681-204fd2b72924,466988,Pattern Matcher,234,$0.02 ,3,uncommon,M20,Golem,"When Pattern Matcher enters the battlefield, you may search your library for a card with the same name as another creature you control, reveal it, put it into your hand, then shuffle.",3,"Artifact,Creature"
32194,Alayna Danner,,2,Even its shadow is a dazzling rainbow.,1,1,,{2},2,f2832e5f-10ac-5d85-9dc2-8f8976e69339,466989,Prismite,235,$0.02 ,2,common,M20,Golem,{2}: Add one mana of any color.,1,"Artifact,Creature"
32195,Zezhou Chen,,3,"""The last blast is the biggest.""
—Sargis Haz, artificer",1,1,,{3},3,9caa9a53-a7a4-521b-9254-b603971b7b5a,466990,Retributive Wand,236,$0.04 ,,uncommon,M20,,"{3}, {T}: Retributive Wand deals 1 damage to any target.
When Retributive Wand is put into a graveyard from the battlefield, it deals 5 damage to any target.",,Artifact
32196,James Paick,,3,"""The next model should be able to achieve a rescue without self-destruction.""
—Sargis Haz, artificer",1,1,,{3},3,a8065e96-f5df-5db6-8c36-28440c924ffe,466991,Salvager of Ruin,237,$0.07 ,2,uncommon,M20,Construct,Sacrifice Salvager of Ruin: Choose target permanent card in your graveyard that was put there from the battlefield this turn. Return it to your hand.,1,"Artifact,Creature"
32197,Jeremy Jarvis,,3,"With five lenses on its ""head,"" it sees the world in a range of colors beyond ordinary perception.",1,1,,{3},3,6972359a-5944-5379-9645-297a886167fd,466992,Scuttlemutt,238,$0.14 ,2,uncommon,M20,Scarecrow,"{T}: Add one mana of any color.
{T}: Target creature becomes the color or colors of your choice until end of turn.",2,"Artifact,Creature"
32198,Chris Rahn,,2,"""The world is already run by all manner of machines. One day, they'll remind us of that fact.""
—Sargis Haz, artificer",1,1,,{2},2,2d8e1d43-2c1e-5e6c-baae-743cab37b689,466993,Steel Overseer,239,$0.85 ,1,rare,M20,Construct,{T}: Put a +1/+1 counter on each artifact creature you control.,1,"Artifact,Creature"
32199,Martina Pilcerova,,5,"The sculptor, like most artists, put his heart and soul into his work. But the newly awakened golem decided it wanted its creator's other, more tangible parts.",1,1,,{5},5,35426f54-0afd-5db2-bc2c-73dba0c8ba00,466994,Stone Golem,240,$0.01 ,4,common,M20,Golem,,4,"Artifact,Creature"
32200,Franz Vohwinkel,,2,"""The artificer assured me that the vial is strong enough to contain the dragon's breath. I just need to make sure to throw it far enough.""
—Kunh Mei, last words",1,1,,{2},2,c0f03ef2-f48e-581f-b812-3a242bb417a6,466995,Vial of Dragonfire,241,$0.01 ,,common,M20,,"{2}, {T}, Sacrifice Vial of Dragonfire: It deals 2 damage to target creature.",,Artifact
32201,Adam Paquette,,0,,1,1,,,0,b5be783d-e0ed-5a92-b1ef-9f0b075c9f81,466996,Bloodfell Caves,242,$0.10 ,,common,M20,,"Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.",,Land
32202,Sam Burley,,0,,1,1,,,0,223befca-0b4d-57dc-98e9-22988e7841d8,466997,Blossoming Sands,243,$0.12 ,,common,M20,,"Blossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}.",,Land
32203,Sung Choi,,0,Only when you've given up the search will the caves yield their secrets.,1,1,,,0,dda383ef-f0e1-59d9-89b3-78d98372192f,466998,Cryptic Caves,244,$0.10 ,,uncommon,M20,,"{T}: Add {C}.
{1}, {T}, Sacrifice Cryptic Caves: Draw a card. Activate only if you control five or more lands.",,Land
32204,Sam Burley,,0,,1,1,,,0,bebf595a-0ff6-585f-bd30-6a19b4aedf2d,466999,Dismal Backwater,245,$0.12 ,,common,M20,,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",,Land
32205,Steven Belledin,,0,"Without the interfering hands of civilization, nature will always shape itself to its own needs.",1,1,,,0,89b93d05-2fd9-5e49-bc2e-49f1a7ebc57f,467000,Evolving Wilds,246,$0.10 ,,common,M20,,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,Land
32206,Kev Walker,,0,,1,1,,,0,ec3f41b1-68e6-576b-ada8-3abeee6b5f0d,467001,Field of the Dead,247,$22.12 ,,rare,M20,,"Field of the Dead enters the battlefield tapped.
{T}: Add {C}.
Whenever Field of the Dead or another land enters the battlefield under your control, if you control seven or more lands with different names, create a 2/2 black Zombie creature token.",,Land
32207,Eytan Zana,,0,,1,1,,,0,699a0287-dd11-5bb0-a288-d706f98e1d10,467002,Jungle Hollow,248,$0.11 ,,common,M20,,"Jungle Hollow enters the battlefield tapped.
When Jungle Hollow enters the battlefield, you gain 1 life.
{T}: Add {B} or {G}.",,Land
32208,John Avon,,0,,1,1,,,0,c14067fc-7ed9-50f7-8320-e2f741802c23,467003,Lotus Field,249,$3.53 ,,rare,M20,,"Hexproof
Lotus Field enters the battlefield tapped.
When Lotus Field enters the battlefield, sacrifice two lands.
{T}: Add three mana of any one color.",,Land
32209,Eytan Zana,,0,,1,1,,,0,dbba208c-ca6b-50e7-b7fb-6e84616bf60d,467004,Rugged Highlands,250,$0.13 ,,common,M20,,"Rugged Highlands enters the battlefield tapped.
When Rugged Highlands enters the battlefield, you gain 1 life.
{T}: Add {R} or {G}.",,Land
32210,Eytan Zana,,0,,1,1,,,0,bce2ad22-45a1-5b36-863f-600223aad4f7,467005,Scoured Barrens,251,$0.10 ,,common,M20,,"Scoured Barrens enters the battlefield tapped.
When Scoured Barrens enters the battlefield, you gain 1 life.
{T}: Add {W} or {B}.",,Land
32211,Eytan Zana,,0,,1,1,,,0,fa620ffe-c8d9-5d1c-b91d-399d0f675d99,467006,Swiftwater Cliffs,252,$0.10 ,,common,M20,,"Swiftwater Cliffs enters the battlefield tapped.
When Swiftwater Cliffs enters the battlefield, you gain 1 life.
{T}: Add {U} or {R}.",,Land
32212,Adam Paquette,,0,,1,1,,,0,5afb3dea-b505-5b9d-ba44-b008efab85d6,467007,Temple of Epiphany,253,$0.44 ,,rare,M20,,"Temple of Epiphany enters the battlefield tapped.
When Temple of Epiphany enters the battlefield, scry 1.
{T}: Add {U} or {R}.",,Land
32213,Titus Lunter,,0,,1,1,,,0,fdd33b6b-9305-59f6-b0ce-32ef21e597d1,467008,Temple of Malady,254,$0.42 ,,rare,M20,,"Temple of Malady enters the battlefield tapped.
When Temple of Malady enters the battlefield, scry 1.
{T}: Add {B} or {G}.",,Land
32214,Piotr Dura,,0,,1,1,,,0,141f80b9-9f36-5467-b0be-96b0d270d47d,467009,Temple of Mystery,255,$0.26 ,,rare,M20,,"Temple of Mystery enters the battlefield tapped.
When Temple of Mystery enters the battlefield, scry 1.
{T}: Add {G} or {U}.",,Land
32215,Adam Paquette,,0,,1,1,,,0,cf7cd56b-6018-53ec-b873-242f5ce62107,467010,Temple of Silence,256,$0.59 ,,rare,M20,,"Temple of Silence enters the battlefield tapped.
When Temple of Silence enters the battlefield, scry 1.
{T}: Add {W} or {B}.",,Land
32216,Piotr Dura,,0,,1,1,,,0,0d20bccc-09ea-5a65-ab0e-618fc3da6f07,467011,Temple of Triumph,257,$0.46 ,,rare,M20,,"Temple of Triumph enters the battlefield tapped.
When Temple of Triumph enters the battlefield, scry 1.
{T}: Add {R} or {W}.",,Land
32217,Eytan Zana,,0,,1,1,,,0,45fcc80c-7a7c-5be7-901a-d02d02e7bdec,467012,Thornwood Falls,258,$0.09 ,,common,M20,,"Thornwood Falls enters the battlefield tapped.
When Thornwood Falls enters the battlefield, you gain 1 life.
{T}: Add {G} or {U}.",,Land
32218,John Avon,,0,,1,1,,,0,f492398e-aa09-5538-b3cc-83048e7f302a,467013,Tranquil Cove,259,$0.08 ,,common,M20,,"Tranquil Cove enters the battlefield tapped.
When Tranquil Cove enters the battlefield, you gain 1 life.
{T}: Add {W} or {U}.",,Land
32219,Eytan Zana,,0,,1,1,,,0,20b0d67a-336a-5924-b541-28f52b3d348b,467014,Wind-Scarred Crag,260,$0.08 ,,common,M20,,"Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.",,Land
32220,John Avon,,0,,1,1,,,0,97bc9d0d-88ec-53af-9add-4ccc06a32246,467015,Plains,261,$0.22 ,,common,M20,Plains,({T}: Add {W}.),,Land
32221,Zoltan Boros & Gabor Szikszai,,0,,1,1,,,0,e8f66226-045b-58b8-8b24-8356e178d45e,467016,Plains,262,$0.06 ,,common,M20,Plains,({T}: Add {W}.),,Land
32222,Nils Hamm,,0,,1,1,,,0,a9ca0f62-22a1-527d-b041-4f63cd29ad81,467017,Plains,263,$0.06 ,,common,M20,Plains,({T}: Add {W}.),,Land
32223,Andreas Rocha,,0,,1,1,,,0,18eac8df-d2d6-51d5-b544-fa900dcab5a2,467018,Plains,264,$0.06 ,,common,M20,Plains,({T}: Add {W}.),,Land
32224,John Avon,,0,,1,1,,,0,2b7fa10e-6c4b-5baa-b029-2fe6d20b15e5,467019,Island,265,$0.52 ,,common,M20,Island,({T}: Add {U}.),,Land
32225,Babyson Chen & Uzhen Lin,,0,,1,1,,,0,f9a86c3a-257a-5a95-8cf4-0835e529373c,467020,Island,266,$0.07 ,,common,M20,Island,({T}: Add {U}.),,Land
32226,Cliff Childs,,0,,1,1,,,0,9b538738-d95c-5493-b16f-b85febf7859f,467021,Island,267,$0.07 ,,common,M20,Island,({T}: Add {U}.),,Land
32227,Andreas Rocha,,0,,1,1,,,0,8775fbb7-f8df-5a61-a96b-c4fc7d66ccb8,467022,Island,268,$0.08 ,,common,M20,Island,({T}: Add {U}.),,Land
32228,Mike Bierek,,0,,1,1,,,0,b941f52e-604f-527d-987b-571692a606c5,467023,Swamp,269,$0.41 ,,common,M20,Swamp,({T}: Add {B}.),,Land
32229,Cliff Childs,,0,,1,1,,,0,ba81def5-cd0f-5917-9ad3-23a14d1f6101,467024,Swamp,270,$0.09 ,,common,M20,Swamp,({T}: Add {B}.),,Land
32230,Jonas De Ro,,0,,1,1,,,0,a211031d-3846-5913-b463-1bea0d42ba77,467025,Swamp,271,$0.11 ,,common,M20,Swamp,({T}: Add {B}.),,Land
32231,Jonas De Ro,,0,,1,1,,,0,f2a8345d-47e0-52b9-b68a-4f15ab0c4f4d,467026,Swamp,272,$0.17 ,,common,M20,Swamp,({T}: Add {B}.),,Land
32232,Sam Burley,,0,,1,1,,,0,58875e2a-81da-5993-94ee-01bdad9af004,467027,Mountain,273,$0.52 ,,common,M20,Mountain,({T}: Add {R}.),,Land
32233,Karl Kopinski,,0,,1,1,,,0,dec89a44-9d65-5e83-8f59-91c29c0af592,467028,Mountain,274,$0.13 ,,common,M20,Mountain,({T}: Add {R}.),,Land
32234,Adam Paquette,,0,,1,1,,,0,e179acb9-a984-5519-bd93-9af68fc2b83d,467029,Mountain,275,$0.18 ,,common,M20,Mountain,({T}: Add {R}.),,Land
32235,Andreas Rocha,,0,,1,1,,,0,72de6cc0-ee2b-5155-9218-8b8135c03fbb,467030,Mountain,276,$0.09 ,,common,M20,Mountain,({T}: Add {R}.),,Land
32236,Volkan Baǵa,,0,,1,1,,,0,e9f99769-7fc7-5549-9dd1-8f253574769d,467031,Forest,277,$0.85 ,,common,M20,Forest,({T}: Add {G}.),,Land
32237,Steven Belledin,,0,,1,1,,,0,bea7c545-5ce9-51f5-a516-25eb66f8d2ec,467032,Forest,278,$0.09 ,,common,M20,Forest,({T}: Add {G}.),,Land
32238,Jim Nelson,,0,,1,1,,,0,3f8c7fa6-b806-5ff1-bb14-e5fdbd6d7de2,467033,Forest,279,$0.08 ,,common,M20,Forest,({T}: Add {G}.),,Land
32239,Adam Paquette,,0,,1,1,,,0,29b8a29e-865b-5bfa-886d-422f2c38a629,467034,Forest,280,$0.08 ,,common,M20,Forest,({T}: Add {G}.),,Land
32240,Kieran Yanner,"G,R,W",5,,1,0,,{2}{R}{G}{W},5,f110dc89-178b-5eb6-9f96-542a5ad15a67,470528,"Rienne, Angel of Rebirth",281,$0.45 ,5,mythic,M20,Angel,"Flying
Other multicolored creatures you control get +1/+0.
Whenever another multicolored creature you control dies, return it to its owner's hand at the beginning of the next end step.",4,Creature
32241,Yongjae Choi,W,6,,1,0,5,{4}{W}{W},6,3b4a4a04-43f5-5e80-a107-c0495c20931b,469835,"Ajani, Inspiring Leader",282,$4.66 ,,mythic,M20,Ajani,"[+2]: You gain 2 life. Put two +1/+1 counters on up to one target creature.
[−3]: Exile target creature. Its controller gains 2 life.
[−10]: Creatures you control gain flying and double strike until end of turn.",,Planeswalker
32242,Paul Scott Canavan,W,5,,0,1,,{3}{W}{W},5,8c546b22-015c-5dea-ad5f-43b02e6cc79b,469836,Goldmane Griffin,283,$0.24 ,3,rare,M20,Griffin,"Flying, vigilance
When Goldmane Griffin enters the battlefield, you may search your library and/or graveyard for a card named Ajani, Inspiring Leader, reveal it, and put it into your hand. If you search your library this way, shuffle.",2,Creature
32243,Bayard Wu,W,2,"""Now is not the time for your light to fade.""",0,1,,{1}{W},2,6935974f-46f6-5870-a301-fbbe6e3c5898,469837,Savannah Sage,284,$0.15 ,2,common,M20,"Cat,Cleric","When Savannah Sage enters the battlefield, you gain 2 life.",2,Creature
