cn,artist,cardindex,colors,convertedManaCost,flavor_text,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,power,Price (Dollars),rarity,rules_text,setCode,subtypes,toughness,types
188,Filip Burburan,32146,G,2,"""Even the pterodon, who chases the clouds from its skies, must bow to the great forest below.""
â€”Mahuiz, Sun Empire archer",,{1}{G},2,54e5cb61-361b-553d-9019-cc5e5ab96bb4,466942,Plummet,,0.01,common,Destroy target creature with flying.,M20,,,Instant
189,Matt Stewart,32147,G,3,"""Little flower twirl and bloom, arise from this your rocky tomb. Little warrior slash and brawl, be born again to free us all.""",,{2}{G},3,9abc13a5-0c1a-5c6e-8ea8-223a6b882242,466943,Pulse of Murasa,,0.09,uncommon,Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.,M20,,,Instant
190,Karl Kopinski,32148,G,2,"""You should have seen the look on *both* their faces.""
â€”Morkamp, Lambholt innkeeper",,{1}{G},2,ef9c6339-56c7-5338-857c-d41acdaf3b02,466944,Rabid Bite,,0.02,common,Target creature you control deals damage equal to its power to target creature you don't control.,M20,,,Sorcery
191,Randy Vargas,32149,G,2,"""Awake, and lift your faces to the sun.""",,{1}{G},2,5f7e5ae7-2e6a-5698-85aa-6e739b91f359,466945,Season of Growth,,0.91,uncommon,"Whenever a creature enters the battlefield under your control, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Whenever you cast a spell that targets a creature you control, draw a card.",M20,,,Enchantment
192,John Stanko,32150,G,1,"Thakolides the Mighty
Slayer of minotaurs
Vanquisher of giants
Killed by a scorpion
â€”Inscription on an Akroan grave",,{G},1,0c7deba4-a68e-5c9a-9b82-f41610b24a8a,466946,Sedge Scorpion,1,0.07,common,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),M20,Scorpion,1,Creature
193,Aaron Miller,32151,G,5,"""In times of need, the forest creates its own protectors.""
â€”Vivien Reid",,{3}{G}{G},5,861917eb-266f-504e-95ef-4b197d507135,466947,Shared Summons,,2.90,rare,"Search your library for up to two creature cards with different names, reveal them, put them into your hand, then shuffle.",M20,,,Instant
194,Izzy,32152,G,4,,,{2}{G}{G},4,b87aea94-012b-50fe-8d51-fb5f366f2142,466948,Shifting Ceratops,5,0.25,rare,"This spell can't be countered.
Protection from blue (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything blue.)
{G}: Shifting Ceratops gains your choice of reach, trample, or haste until end of turn.",M20,Dinosaur,4,Creature
195,Mathias Kollros,32153,G,5,The apes of Yavimaya draw strength from the spirits of their ancestors.,,{3}{G}{G},5,aec223e7-e301-5716-9943-eb83ff882358,466949,Silverback Shaman,5,0.01,common,"Trample
When Silverback Shaman dies, draw a card.",M20,"Ape,Shaman",4,Creature
196,Mathias Kollros,32154,G,4,"""Tread too hard in the forest and it will tread on you in return.""
â€”Vivien Reid",,{3}{G},4,276db6f3-7e03-50a9-8d62-34324df99d0a,466950,Thicket Crasher,4,0.04,common,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other Elementals you control have trample.",M20,"Elemental,Rhino",3,Creature
197,Jakub Kasper,32155,G,3,It cares more about preserving the herd's territory than about preserving itself.,,{1}{G}{G},3,9e697bf0-fc13-5454-b51f-c1cd04a94027,466951,Thrashing Brontodon,3,0.06,uncommon,"{1}, Sacrifice Thrashing Brontodon: Destroy target artifact or enchantment.",M20,Dinosaur,4,Creature
198,Lake Hurwitz,32156,G,1,,,{G},1,e782907f-bae0-5c92-b3f8-7cc5ade83d5b,466952,Veil of Summer,,7.52,uncommon,Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can't be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn. (You and they can't be the targets of blue or black spells or abilities your opponents control.),M20,,,Instant
199,Yongjae Choi,32157,G,4,,4,{1}{G}{G}{G},4,e1d7a165-2751-5eb6-9a8b-0f7397e0239e,466953,"Vivien, Arkbow Ranger",,2.66,mythic,"[+1]: Distribute two +1/+1 counters among up to two target creatures. They gain trample until end of turn.
[âˆ’3]: Target creature you control deals damage equal to its power to target creature or planeswalker.
[âˆ’5]: You may reveal a creature card you own from outside the game and put it into your hand.",M20,Vivien,,Planeswalker
200,Wayne Reynolds,32158,G,2,,,{X}{G}{G},2,844fb80c-4ab2-5b7e-8536-c9b104551211,466954,Voracious Hydra,0,3.18,rare,"Trample
Voracious Hydra enters the battlefield with X +1/+1 counters on it.
When Voracious Hydra enters the battlefield, choose one â€”
â€¢ Double the number of +1/+1 counters on Voracious Hydra.
â€¢ Voracious Hydra fights target creature you don't control.",M20,Hydra,1,Creature
201,Lucas Graciano,32159,G,6,"Roots reach deep, and sometimes they tap into things better left undisturbed.",,{4}{G}{G},6,0d374f35-2956-5390-b1c2-8f0d7d7efa07,466955,Vorstclaw,7,0.02,common,,M20,"Elemental,Horror",7,Creature
202,Filip Burburan,32160,G,6,"""When the forest walks, it's too late to run.""
â€”Horent, Khalni druid",,{4}{G}{G},6,f50e95c7-d07e-5662-b070-188778eb64e2,466956,Wakeroot Elemental,5,0.11,rare,{G}{G}{G}{G}{G}: Untap target land you control. It becomes a 5/5 Elemental creature with haste. It's still a land. (This effect lasts as long as that land remains on the battlefield.),M20,Elemental,5,Creature
203,Lindsey Look,32161,G,5,,,{4}{G},5,355be7c0-2ac6-5732-b0c0-b575298e1c92,466957,Wolfkin Bond,,0.01,common,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",M20,Aura,,Enchantment
204,Raoul Vitale,32162,G,4,,,{3}{G},4,b7a61aa5-2782-54df-a517-d0bac6f823b1,466958,Wolfrider's Saddle,,0.05,uncommon,"When Wolfrider's Saddle enters the battlefield, create a 2/2 green Wolf creature token, then attach Wolfrider's Saddle to it.
Equipped creature gets +1/+1 and can't be blocked by more than one creature.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
205,Randy Vargas,32163,G,2,"""Every footfall on the forest floor is a heartbeat sending strength into my veins.""",,{1}{G},2,24e2945f-5c92-5420-9a80-ec5c4861d08b,466959,Woodland Champion,2,0.08,uncommon,"Whenever one or more tokens enter the battlefield under your control, put that many +1/+1 counters on Woodland Champion.",M20,"Elf,Scout",2,Creature
206,Karl Kopinski,32164,"B,W",2,"""With each knight that rode out from the bone-white keep, the queen's soldiers felt their courage failing.""
â€”Krinnea, *Siege of the Bone Spire*",,{W}{B},2,5f22783f-fd8f-52ce-bb87-98e383fb4d2e,466960,Corpse Knight,2,0.68,uncommon,"Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",M20,"Zombie,Knight",2,Creature
207,Johan Grenier,32166,"G,R",2,The destruction of a wildfire with the tenacity of a jungle vine.,,{R}{G},2,6c802537-c9e3-5e92-9677-ed88788d402e,466961,Creeping Trailblazer,2,0.14,uncommon,"Other Elementals you control get +1/+0.
{2}{R}{G}: Creeping Trailblazer gets +1/+1 until end of turn for each Elemental you control.",M20,Elemental,2,Creature
208,Jason A. Engle,32167,"U,W",3,"All the birds of the skies are the spirit's brood, gathered for safety under its wings.",,{1}{W}{U},3,f5c04274-b159-51e1-983e-734e9066278a,466962,Empyrean Eagle,2,0.25,uncommon,"Flying
Other creatures you control with flying get +1/+1.",M20,"Bird,Spirit",3,Creature
209,Filip Burburan,32168,"G,W",3,"""Alone, it's a fortification. At the head of its troops, it's a battering ram.""
â€”Skerk Hobnett, wilderness guide",,{1}{G}{W},3,34d54d10-bc04-58eb-a032-c516033510ab,466963,Ironroot Warlord,*,0.06,uncommon,"Ironroot Warlord's power is equal to the number of creatures you control.
{3}{G}{W}: Create a 1/1 white Soldier creature token.",M20,"Treefolk,Soldier",5,Creature
210,Yongjae Choi,32169,"B,R,W",3,,,{R}{W}{B},3,8e249d54-3bf3-5feb-ab70-dbe465539373,466964,"Kaalia, Zenith Seeker",3,3.85,mythic,"Flying, vigilance
When Kaalia, Zenith Seeker enters the battlefield, look at the top six cards of your library. You may reveal an Angel card, a Demon card, and/or a Dragon card from among them and put them into your hand. Put the rest on the bottom of your library in a random order.",M20,"Human,Cleric",3,Creature
211,Yongjae Choi,32170,"B,G,W",3,"""The pen is mightier than the crown.""",,{W}{B}{G},3,9f518e59-3c44-5b53-b9df-f3b8d712d651,466965,"Kethis, the Hidden Hand",3,2.76,mythic,"Legendary spells you cast cost {1} less to cast.
Exile two legendary cards from your graveyard: Until end of turn, each legendary card in your graveyard gains ""You may play this card from your graveyard.""",M20,"Elf,Advisor",4,Creature
212,G-host Lee,32171,"R,U,W",4,"""The raging gale fans the flames of righteous wrath.""",,{1}{U}{R}{W},4,78641ef9-be94-50aa-923b-71c6e7c53ade,466966,"Kykar, Wind's Fury",3,11.58,mythic,"Flying
Whenever you cast a noncreature spell, create a 1/1 white Spirit creature token with flying.
Sacrifice a Spirit: Add {R}.",M20,"Bird,Wizard",3,Creature
213,Rudy Siswanto,32172,"R,U",2,"""I strike in the same place as many times as necessary.""",,{U}{R},2,b73df073-2112-5050-990e-1bde24b0286e,466967,Lightning Stormkin,2,0.04,uncommon,"Flying
Haste (This creature can attack and {T} as soon as it comes under your control.)",M20,"Elemental,Wizard",2,Creature
214,Antonio JosÃ© Manzanedo,32173,"B,G",5,"""The heroes of the past nourish our spirits by their exampleâ€”and nourish our crops by their decay.""
â€”Jeddeg, philosopher of graves",,{3}{B}{G},5,ae0b0ef5-e2de-5929-abf3-0738d87d37c9,466968,Moldervine Reclamation,,0.28,uncommon,"Whenever a creature you control dies, you gain 1 life and draw a card.",M20,,,Enchantment
215,Zoltan Boros,32174,"B,R",4,"""What he doesn't burn, he smashes.""
â€”Captain Wellis, ogre wrangler",,{2}{B}{R},4,eb5ee88e-7364-50c3-b234-e27fbfdeaa1a,466969,Ogre Siegebreaker,4,0.02,uncommon,{2}{B}{R}: Destroy target creature that was dealt damage this turn.,M20,"Ogre,Berserker",3,Creature
216,Lius Lasahido,32175,"G,R,U",4,,,{1}{G}{U}{R},4,32d6b7eb-4dec-5ff6-8190-f8b042a63591,466970,"Omnath, Locus of the Roil",3,7.61,mythic,"When Omnath, Locus of the Roil enters the battlefield, it deals damage to any target equal to the number of Elementals you control.
Whenever a land enters the battlefield under your control, put a +1/+1 counter on target Elemental you control. If you control eight or more lands, draw a card.",M20,Elemental,3,Creature
217,Johan Grenier,32176,"G,U",3,"""No, not 'washed' ashore. It *walked* ashore.""
â€”Shafring Hulm, beachcomber",,{1}{G}{U},3,05f6cdb3-dabe-5701-b6d2-1dbbacd6db94,466971,Risen Reef,1,1.23,uncommon,"Whenever Risen Reef or another Elemental enters the battlefield under your control, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, put it into your hand.",M20,Elemental,1,Creature
218,Bayard Wu,32177,"R,W",2,"""Jump! NOW!""",,{R}{W},2,a6999328-114a-515b-941b-4f8fa1abfc71,466972,Skyknight Vanguard,1,0.23,uncommon,"Flying
Whenever Skyknight Vanguard attacks, create a 1/1 white Soldier creature token that's tapped and attacking.",M20,"Human,Knight",2,Creature
219,Cristi Balanescu,32178,"B,U",3,,,{1}{U}{B},3,37d950a8-aa0b-561d-bc49-5978a4582772,466973,Tomebound Lich,1,0.25,uncommon,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever Tomebound Lich enters the battlefield or deals combat damage to a player, draw a card, then discard a card.",M20,"Zombie,Wizard",3,Creature
220,Daarken,32179,"B,G,U",5,"""Yarok grieves within the waste
Of Bala Ged's corrupted land.""
â€”*Lament for Bala Ged*, stanza 1",,{2}{B}{G}{U},5,3f9eae4a-7476-519d-b46d-baec4717742f,466974,"Yarok, the Desecrated",3,13.21,mythic,"Deathtouch, lifelink
If a permanent entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",M20,"Elemental,Horror",5,Creature
221,James Zapata,32180,,4,"""I know its lightness, for I have seen it fly. I know its weight, for I have seen it strike.""
â€”Brigone, soldier of Meletis",,{4},4,dc6f681c-413d-5248-9258-c32c2d7eea74,466975,Anvilwrought Raptor,2,0.01,common,"Flying
First strike (This creature deals combat damage before creatures without first strike.)",M20,Bird,1,"Artifact,Creature"
222,Dmitry Burmak,32181,,1,There's no prepared like overprepared.,,{1},1,e92d2dfb-67f4-521d-a75f-1f5eac345ff3,466976,Bag of Holding,,0.14,rare,"Whenever you discard a card, exile that card from your graveyard.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}, Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.",M20,,,Artifact
223,Dmitry Burmak,32182,,1,"""There's only one way to be sure it's really dead.""",,{1},1,d21a91fc-f551-5944-bd13-785e46af2812,466977,Colossus Hammer,,1.70,uncommon,"Equipped creature gets +10/+10 and loses flying.
Equip {8} ({8}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
224,Alayna Danner,32183,,3,,,{3},3,7a6b3ab6-c021-5e08-85ab-600bc1d71328,466978,Diamond Knight,1,0.09,uncommon,"Vigilance (Attacking doesn't cause this creature to tap.)
As Diamond Knight enters the battlefield, choose a color.
Whenever you cast a spell of the chosen color, put a +1/+1 counter on Diamond Knight.",M20,Knight,1,"Artifact,Creature"
225,Lake Hurwitz,32184,,4,"""I see it taunting me whenever I close my eyes.""
â€”Nayrex Slipfinger, master thief",,{4},4,ba1f6958-1d5e-5166-b354-8048891f9dd1,466979,Diviner's Lockbox,,0.03,uncommon,"{1}, {T}: Choose a card name, then reveal the top card of your library. If that card has the chosen name, sacrifice Diviner's Lockbox and draw three cards. Activate only as a sorcery.",M20,,,Artifact
226,Joseph Meehan,32185,,5,,,{5},5,f376db9f-a94b-5268-a59d-1367e03ef2d8,466980,"Golos, Tireless Pilgrim",3,0.80,rare,"When Golos, Tireless Pilgrim enters the battlefield, you may search your library for a land card, put that card onto the battlefield tapped, then shuffle.
{2}{W}{U}{B}{R}{G}: Exile the top three cards of your library. You may play them this turn without paying their mana costs.",M20,Scout,5,"Artifact,Creature"
227,Daniel Ljunggren,32186,,1,"""Best bury them right. We don't want any gruesome encores.""
â€”Constable Trosk",,{1},1,2a2eddcd-dcc9-55e5-b9ea-8d7c5eb98507,466981,Grafdigger's Cage,,2.12,rare,"Creature cards in graveyards and libraries can't enter the battlefield.
Players can't cast spells from graveyards or libraries.",M20,,,Artifact
228,Franz Vohwinkel,32187,,2,,,{2},2,246e23fa-6df1-5a97-abc2-a2ee3fda0476,466982,Heart-Piercer Bow,,0.03,common,"Whenever equipped creature attacks, Heart-Piercer Bow deals 1 damage to target creature defending player controls.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
229,Chris Seaman,32188,,3,,,{3},3,9a966614-d295-5f7e-8672-7b652ce084bb,466983,Icon of Ancestry,,3.60,rare,"As Icon of Ancestry enters the battlefield, choose a creature type.
Creatures you control of the chosen type get +1/+1.
{3}, {T}: Look at the top three cards of your library. You may reveal a creature card of the chosen type from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",M20,,,Artifact
230,Lake Hurwitz,32189,,1,"""Locks want to be opened, and treasure wants to be free.""
â€”Nayrex Slipfinger, master thief",,{1},1,c7df97d4-8c92-578f-8120-d153b3c30d20,466984,Manifold Key,,0.93,uncommon,"{1}, {T}: Untap another target artifact.
{3}, {T}: Target creature can't be blocked this turn.",M20,,,Artifact
231,Mitchell Malloy,32190,,2,A sharp axe solves most problems.,,{2},2,853d63bd-5fb7-5a16-9123-9aff25b65b2d,466985,Marauder's Axe,,0.01,common,"Equipped creature gets +2/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
232,Lake Hurwitz,32191,,7,The impact sent the soldiers scatteringâ€”then something came out of the crater.,,{7},7,3dcaa7ae-e3fe-5df6-9719-9a936525b2b1,466986,Meteor Golem,3,0.10,uncommon,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.",M20,Golem,3,"Artifact,Creature"
233,Titus Lunter,32192,,4,,,{4},4,c8ec76bc-a33f-55c2-957a-0d84cd8bcd5d,466987,Mystic Forge,,6.66,rare,"You may look at the top card of your library any time.
You may cast artifact spells and colorless spells from the top of your library.
{T}, Pay 1 life: Exile the top card of your library.",M20,,,Artifact
234,Jesper Ejsing,32193,,4,"""Good! Now put it with the other widdle bunnies.""
â€”Sargis Haz, artificer",,{4},4,ed868943-e3ca-5932-b681-204fd2b72924,466988,Pattern Matcher,3,0.02,uncommon,"When Pattern Matcher enters the battlefield, you may search your library for a card with the same name as another creature you control, reveal it, put it into your hand, then shuffle.",M20,Golem,3,"Artifact,Creature"
235,Alayna Danner,32194,,2,Even its shadow is a dazzling rainbow.,,{2},2,f2832e5f-10ac-5d85-9dc2-8f8976e69339,466989,Prismite,2,0.02,common,{2}: Add one mana of any color.,M20,Golem,1,"Artifact,Creature"
236,Zezhou Chen,32195,,3,"""The last blast is the biggest.""
â€”Sargis Haz, artificer",,{3},3,9caa9a53-a7a4-521b-9254-b603971b7b5a,466990,Retributive Wand,,0.04,uncommon,"{3}, {T}: Retributive Wand deals 1 damage to any target.
When Retributive Wand is put into a graveyard from the battlefield, it deals 5 damage to any target.",M20,,,Artifact
237,James Paick,32196,,3,"""The next model should be able to achieve a rescue without self-destruction.""
â€”Sargis Haz, artificer",,{3},3,a8065e96-f5df-5db6-8c36-28440c924ffe,466991,Salvager of Ruin,2,0.07,uncommon,Sacrifice Salvager of Ruin: Choose target permanent card in your graveyard that was put there from the battlefield this turn. Return it to your hand.,M20,Construct,1,"Artifact,Creature"
238,Jeremy Jarvis,32197,,3,"With five lenses on its ""head,"" it sees the world in a range of colors beyond ordinary perception.",,{3},3,6972359a-5944-5379-9645-297a886167fd,466992,Scuttlemutt,2,0.14,uncommon,"{T}: Add one mana of any color.
{T}: Target creature becomes the color or colors of your choice until end of turn.",M20,Scarecrow,2,"Artifact,Creature"
239,Chris Rahn,32198,,2,"""The world is already run by all manner of machines. One day, they'll remind us of that fact.""
â€”Sargis Haz, artificer",,{2},2,2d8e1d43-2c1e-5e6c-baae-743cab37b689,466993,Steel Overseer,1,0.85,rare,{T}: Put a +1/+1 counter on each artifact creature you control.,M20,Construct,1,"Artifact,Creature"
240,Martina Pilcerova,32199,,5,"The sculptor, like most artists, put his heart and soul into his work. But the newly awakened golem decided it wanted its creator's other, more tangible parts.",,{5},5,35426f54-0afd-5db2-bc2c-73dba0c8ba00,466994,Stone Golem,4,0.01,common,,M20,Golem,4,"Artifact,Creature"
241,Franz Vohwinkel,32200,,2,"""The artificer assured me that the vial is strong enough to contain the dragon's breath. I just need to make sure to throw it far enough.""
â€”Kunh Mei, last words",,{2},2,c0f03ef2-f48e-581f-b812-3a242bb417a6,466995,Vial of Dragonfire,,0.01,common,"{2}, {T}, Sacrifice Vial of Dragonfire: It deals 2 damage to target creature.",M20,,,Artifact
242,Adam Paquette,32201,,0,,,,0,b5be783d-e0ed-5a92-b1ef-9f0b075c9f81,466996,Bloodfell Caves,,0.10,common,"Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.",M20,,,Land
243,Sam Burley,32202,,0,,,,0,223befca-0b4d-57dc-98e9-22988e7841d8,466997,Blossoming Sands,,0.12,common,"Blossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}.",M20,,,Land
244,Sung Choi,32203,,0,Only when you've given up the search will the caves yield their secrets.,,,0,dda383ef-f0e1-59d9-89b3-78d98372192f,466998,Cryptic Caves,,0.10,uncommon,"{T}: Add {C}.
{1}, {T}, Sacrifice Cryptic Caves: Draw a card. Activate only if you control five or more lands.",M20,,,Land
245,Sam Burley,32204,,0,,,,0,bebf595a-0ff6-585f-bd30-6a19b4aedf2d,466999,Dismal Backwater,,0.12,common,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",M20,,,Land
246,Steven Belledin,32205,,0,"Without the interfering hands of civilization, nature will always shape itself to its own needs.",,,0,89b93d05-2fd9-5e49-bc2e-49f1a7ebc57f,467000,Evolving Wilds,,0.10,common,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",M20,,,Land
247,Kev Walker,32206,,0,,,,0,ec3f41b1-68e6-576b-ada8-3abeee6b5f0d,467001,Field of the Dead,,22.12,rare,"Field of the Dead enters the battlefield tapped.
{T}: Add {C}.
Whenever Field of the Dead or another land enters the battlefield under your control, if you control seven or more lands with different names, create a 2/2 black Zombie creature token.",M20,,,Land
248,Eytan Zana,32207,,0,,,,0,699a0287-dd11-5bb0-a288-d706f98e1d10,467002,Jungle Hollow,,0.11,common,"Jungle Hollow enters the battlefield tapped.
When Jungle Hollow enters the battlefield, you gain 1 life.
{T}: Add {B} or {G}.",M20,,,Land
249,John Avon,32208,,0,,,,0,c14067fc-7ed9-50f7-8320-e2f741802c23,467003,Lotus Field,,3.53,rare,"Hexproof
Lotus Field enters the battlefield tapped.
When Lotus Field enters the battlefield, sacrifice two lands.
{T}: Add three mana of any one color.",M20,,,Land
250,Eytan Zana,32209,,0,,,,0,dbba208c-ca6b-50e7-b7fb-6e84616bf60d,467004,Rugged Highlands,,0.13,common,"Rugged Highlands enters the battlefield tapped.
When Rugged Highlands enters the battlefield, you gain 1 life.
{T}: Add {R} or {G}.",M20,,,Land
251,Eytan Zana,32210,,0,,,,0,bce2ad22-45a1-5b36-863f-600223aad4f7,467005,Scoured Barrens,,0.10,common,"Scoured Barrens enters the battlefield tapped.
When Scoured Barrens enters the battlefield, you gain 1 life.
{T}: Add {W} or {B}.",M20,,,Land
252,Eytan Zana,32211,,0,,,,0,fa620ffe-c8d9-5d1c-b91d-399d0f675d99,467006,Swiftwater Cliffs,,0.10,common,"Swiftwater Cliffs enters the battlefield tapped.
When Swiftwater Cliffs enters the battlefield, you gain 1 life.
{T}: Add {U} or {R}.",M20,,,Land
253,Adam Paquette,32212,,0,,,,0,5afb3dea-b505-5b9d-ba44-b008efab85d6,467007,Temple of Epiphany,,0.44,rare,"Temple of Epiphany enters the battlefield tapped.
When Temple of Epiphany enters the battlefield, scry 1.
{T}: Add {U} or {R}.",M20,,,Land
254,Titus Lunter,32213,,0,,,,0,fdd33b6b-9305-59f6-b0ce-32ef21e597d1,467008,Temple of Malady,,0.42,rare,"Temple of Malady enters the battlefield tapped.
When Temple of Malady enters the battlefield, scry 1.
{T}: Add {B} or {G}.",M20,,,Land
255,Piotr Dura,32214,,0,,,,0,141f80b9-9f36-5467-b0be-96b0d270d47d,467009,Temple of Mystery,,0.26,rare,"Temple of Mystery enters the battlefield tapped.
When Temple of Mystery enters the battlefield, scry 1.
{T}: Add {G} or {U}.",M20,,,Land
256,Adam Paquette,32215,,0,,,,0,cf7cd56b-6018-53ec-b873-242f5ce62107,467010,Temple of Silence,,0.59,rare,"Temple of Silence enters the battlefield tapped.
When Temple of Silence enters the battlefield, scry 1.
{T}: Add {W} or {B}.",M20,,,Land
257,Piotr Dura,32216,,0,,,,0,0d20bccc-09ea-5a65-ab0e-618fc3da6f07,467011,Temple of Triumph,,0.46,rare,"Temple of Triumph enters the battlefield tapped.
When Temple of Triumph enters the battlefield, scry 1.
{T}: Add {R} or {W}.",M20,,,Land
258,Eytan Zana,32217,,0,,,,0,45fcc80c-7a7c-5be7-901a-d02d02e7bdec,467012,Thornwood Falls,,0.09,common,"Thornwood Falls enters the battlefield tapped.
When Thornwood Falls enters the battlefield, you gain 1 life.
{T}: Add {G} or {U}.",M20,,,Land
259,John Avon,32218,,0,,,,0,f492398e-aa09-5538-b3cc-83048e7f302a,467013,Tranquil Cove,,0.08,common,"Tranquil Cove enters the battlefield tapped.
When Tranquil Cove enters the battlefield, you gain 1 life.
{T}: Add {W} or {U}.",M20,,,Land
260,Eytan Zana,32219,,0,,,,0,20b0d67a-336a-5924-b541-28f52b3d348b,467014,Wind-Scarred Crag,,0.08,common,"Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.",M20,,,Land
261,John Avon,32220,,0,,,,0,97bc9d0d-88ec-53af-9add-4ccc06a32246,467015,Plains,,0.22,common,({T}: Add {W}.),M20,Plains,,Land
262,Zoltan Boros & Gabor Szikszai,32221,,0,,,,0,e8f66226-045b-58b8-8b24-8356e178d45e,467016,Plains,,0.06,common,({T}: Add {W}.),M20,Plains,,Land
263,Nils Hamm,32222,,0,,,,0,a9ca0f62-22a1-527d-b041-4f63cd29ad81,467017,Plains,,0.06,common,({T}: Add {W}.),M20,Plains,,Land
264,Andreas Rocha,32223,,0,,,,0,18eac8df-d2d6-51d5-b544-fa900dcab5a2,467018,Plains,,0.06,common,({T}: Add {W}.),M20,Plains,,Land
265,John Avon,32224,,0,,,,0,2b7fa10e-6c4b-5baa-b029-2fe6d20b15e5,467019,Island,,0.52,common,({T}: Add {U}.),M20,Island,,Land
266,Babyson Chen & Uzhen Lin,32225,,0,,,,0,f9a86c3a-257a-5a95-8cf4-0835e529373c,467020,Island,,0.07,common,({T}: Add {U}.),M20,Island,,Land
267,Cliff Childs,32226,,0,,,,0,9b538738-d95c-5493-b16f-b85febf7859f,467021,Island,,0.07,common,({T}: Add {U}.),M20,Island,,Land
268,Andreas Rocha,32227,,0,,,,0,8775fbb7-f8df-5a61-a96b-c4fc7d66ccb8,467022,Island,,0.08,common,({T}: Add {U}.),M20,Island,,Land
269,Mike Bierek,32228,,0,,,,0,b941f52e-604f-527d-987b-571692a606c5,467023,Swamp,,0.41,common,({T}: Add {B}.),M20,Swamp,,Land
270,Cliff Childs,32229,,0,,,,0,ba81def5-cd0f-5917-9ad3-23a14d1f6101,467024,Swamp,,0.09,common,({T}: Add {B}.),M20,Swamp,,Land
271,Jonas De Ro,32230,,0,,,,0,a211031d-3846-5913-b463-1bea0d42ba77,467025,Swamp,,0.11,common,({T}: Add {B}.),M20,Swamp,,Land
272,Jonas De Ro,32231,,0,,,,0,f2a8345d-47e0-52b9-b68a-4f15ab0c4f4d,467026,Swamp,,0.17,common,({T}: Add {B}.),M20,Swamp,,Land
273,Sam Burley,32232,,0,,,,0,58875e2a-81da-5993-94ee-01bdad9af004,467027,Mountain,,0.52,common,({T}: Add {R}.),M20,Mountain,,Land
274,Karl Kopinski,32233,,0,,,,0,dec89a44-9d65-5e83-8f59-91c29c0af592,467028,Mountain,,0.13,common,({T}: Add {R}.),M20,Mountain,,Land
275,Adam Paquette,32234,,0,,,,0,e179acb9-a984-5519-bd93-9af68fc2b83d,467029,Mountain,,0.18,common,({T}: Add {R}.),M20,Mountain,,Land
276,Andreas Rocha,32235,,0,,,,0,72de6cc0-ee2b-5155-9218-8b8135c03fbb,467030,Mountain,,0.09,common,({T}: Add {R}.),M20,Mountain,,Land
277,Volkan BaÇµa,32236,,0,,,,0,e9f99769-7fc7-5549-9dd1-8f253574769d,467031,Forest,,0.85,common,({T}: Add {G}.),M20,Forest,,Land
278,Steven Belledin,32237,,0,,,,0,bea7c545-5ce9-51f5-a516-25eb66f8d2ec,467032,Forest,,0.09,common,({T}: Add {G}.),M20,Forest,,Land
279,Jim Nelson,32238,,0,,,,0,3f8c7fa6-b806-5ff1-bb14-e5fdbd6d7de2,467033,Forest,,0.08,common,({T}: Add {G}.),M20,Forest,,Land
280,Adam Paquette,32239,,0,,,,0,29b8a29e-865b-5bfa-886d-422f2c38a629,467034,Forest,,0.08,common,({T}: Add {G}.),M20,Forest,,Land
